Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
women-drycell-running-tights,Women DryCell Running Tights,,Puma,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Bottoms > Leggings,Leggings,(15% OFF),True,Title,Default Title,,,,,,,,women-drycell-running-tights-30,0.0,,10,deny,manual,2549.0,2999.0,True,True,,,,,,,,,False,,,,kg,,,active
zenvy-full-length-leggings,Zenvy Full-Length Leggings,,Nike,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Bottoms > Leggings,Leggings,,True,Title,Default Title,,,,,,,,zenvy-full-length-leggings-29,0.0,,10,deny,manual,5495.0,5495.0,True,True,,,,,,,,,False,,,,kg,,,active
hyrox-essential-women-tights,HYROX Essential Women Tights,,Puma,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Bottoms > Leggings,Leggings,,True,Title,Default Title,,,,,,,,hyrox-essential-women-tights-28,0.0,,10,deny,manual,3999.0,3999.0,True,True,,,,,,,,,False,,,,kg,,,active
women-optime-2-0-7-8-tights,Women Optime 2.0 7/8 Tights,,ADIDAS,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Bottoms > Leggings,Leggings,,True,Title,Default Title,,,,,,,,women-optime-2-0-7-8-tights-27,0.0,,10,deny,manual,3299.0,3299.0,True,True,,,,,,,,,False,,,,kg,,,active
zenvy-women-s-leggings,Zenvy Women's Leggings,,Nike,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Bottoms > Leggings,Leggings,,True,Title,Default Title,,,,,,,,zenvy-women-s-leggings-26,0.0,,10,deny,manual,5495.0,5495.0,True,True,,,,,,,,,False,,,,kg,,,active
high-waisted-7-8-leggings,High-Waisted 7/8 Leggings,,Nike,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Bottoms > Leggings,Leggings,"(20% OFF), Only Few Left!",True,Title,Default Title,,,,,,,,high-waisted-7-8-leggings-25,0.0,,10,deny,manual,4396.0,5495.0,True,True,,,,,,,,,False,,,,kg,,,active
hyrox-women-high-rise-tights,HYROX Women High-Rise Tights,,Puma,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Bottoms > Leggings,Leggings,Only Few Left!,True,Title,Default Title,,,,,,,,hyrox-women-high-rise-tights-24,0.0,,10,deny,manual,3999.0,3999.0,True,True,,,,,,,,,False,,,,kg,,,active
tech-fit-women-printed-tights,Tech Fit Women Printed Tights,,ADIDAS,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Bottoms > Leggings,Leggings,(40% OFF),True,Title,Default Title,,,,,,,,tech-fit-women-printed-tights-23,0.0,,10,deny,manual,2399.0,3999.0,True,True,,,,,,,,,False,,,,kg,,,active
fast-swoosh-running-leggings,Fast Swoosh  Running Leggings,,Nike,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Bottoms > Leggings,Leggings,Only Few Left!,True,Title,Default Title,,,,,,,,fast-swoosh-running-leggings-22,0.0,,10,deny,manual,3695.0,3695.0,True,True,,,,,,,,,False,,,,kg,,,active
zenvy-m-women-s-gentle-suppo,Zenvy (M) Women's Gentle-Suppo,,Nike,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Bottoms > Leggings,Leggings,"(20% OFF), Only Few Left!",True,Title,Default Title,,,,,,,,zenvy-m-women-s-gentle-suppo-21,0.0,,10,deny,manual,4396.0,5495.0,True,True,,,,,,,,,False,,,,kg,,,active
women-7-8-training-tights,Women 7/8 Training Tights,,Puma,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Bottoms > Leggings,Leggings,,True,Title,Default Title,,,,,,,,women-7-8-training-tights-20,0.0,,10,deny,manual,5999.0,5999.0,True,True,,,,,,,,,False,,,,kg,,,active
one-women-s-leggings,One Women's Leggings,,Nike,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Bottoms > Leggings,Leggings,Only Few Left!,True,Title,Default Title,,,,,,,,one-women-s-leggings-19,0.0,,10,deny,manual,3495.0,3495.0,True,True,,,,,,,,,False,,,,kg,,,active
ankle-length-running-leggings,Ankle Length Running Leggings,,ADIDAS,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Bottoms > Leggings,Leggings,(51% OFF),True,Title,Default Title,,,,,,,,ankle-length-running-leggings-18,0.0,,10,deny,manual,2449.0,4999.0,True,True,,,,,,,,,False,,,,kg,,,active
train-all-day-training-tights,Train All Day Training Tights,,Puma,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Bottoms > Leggings,Leggings,,True,Title,Default Title,,,,,,,,train-all-day-training-tights-16,0.0,,10,deny,manual,2799.0,2799.0,True,True,,,,,,,,,False,,,,kg,,,active
universa-women-s-7-8-leggings,Universa Women's 7/8 Leggings,,Nike,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Bottoms > Leggings,Leggings,"(20% OFF), Only Few Left!",True,Title,Default Title,,,,,,,,universa-women-s-7-8-leggings-15,0.0,,10,deny,manual,4396.0,5495.0,True,True,,,,,,,,,False,,,,kg,,,active
asmc-yoga-tights,aSMC Yoga Tights,,ADIDAS,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Bottoms > Leggings,Leggings,"(45% OFF), Only Few Left!",True,Title,Default Title,,,,,,,,asmc-yoga-tights-14,0.0,,10,deny,manual,6049.0,10999.0,True,True,,,,,,,,,False,,,,kg,,,active
universa-women-leggings,Universa Women Leggings,,Nike,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Bottoms > Leggings,Leggings,"(20% OFF), Only Few Left!",True,Title,Default Title,,,,,,,,universa-women-leggings-13,0.0,,10,deny,manual,4396.0,5495.0,True,True,,,,,,,,,False,,,,kg,,,active
women-run-velocity-aop-tight,Women Run Velocity AOP Tight,,Puma,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Bottoms > Leggings,Leggings,,True,Title,Default Title,,,,,,,,women-run-velocity-aop-tight-12,0.0,,10,deny,manual,3999.0,3999.0,True,True,,,,,,,,,False,,,,kg,,,active
women-w-fi-3s-tights,Women W FI 3S Tights,,ADIDAS,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Bottoms > Leggings,Leggings,(45% OFF),True,Title,Default Title,,,,,,,,women-w-fi-3s-tights-11,0.0,,10,deny,manual,2199.0,3999.0,True,True,,,,,,https://cdn.shopify.com/s/files/1/0721/9304/8766/files/7qx0wB0E_bd4cc6a8b98341508d50352902d48dc4.jpg?v=1757935171,1.0,,False,,,,kg,,,active
zenvy-rib-women-s-7-8-leggings,Zenvy Rib Women's 7/8 Leggings,,Nike,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Bottoms > Leggings,Leggings,(10% OFF),True,Title,Default Title,,,,,,,,zenvy-rib-women-s-7-8-leggings-10,0.0,,10,deny,manual,4945.0,5495.0,True,True,,,,,,https://cdn.shopify.com/s/files/1/0721/9304/8766/files/XUu9Ujrl_4f8230c203824947bb2080e03a4cad3e.jpg?v=1757935170,1.0,,False,,,,kg,,,active
women-training-7-8-leggings,Women Training 7/8 Leggings,,ADIDAS,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Bottoms > Leggings,Leggings,"(51% OFF), Only Few Left!",True,Title,Default Title,,,,,,,,women-training-7-8-leggings-9,0.0,,10,deny,manual,2449.0,4999.0,True,True,,,,,,https://cdn.shopify.com/s/files/1/0721/9304/8766/files/57fb86a1-855d-4469-a584-e643b62941f21726219833199-ADIDAS-Women-Tights-7821726219832708-1.jpg?v=1757935169,1.0,,False,,,,kg,,,active
velocity-women-running-tights,VELOCITY Women Running Tights,,Puma,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Bottoms > Leggings,Leggings,,True,Title,Default Title,,,,,,,,velocity-women-running-tights-8,0.0,,10,deny,manual,3499.0,3499.0,True,True,,,,,,https://cdn.shopify.com/s/files/1/0721/9304/8766/files/vXMMrRbw_334154f5893a43d381568ead3f08d1d8.jpg?v=1757935168,1.0,,False,,,,kg,,,active
optime-stash-sports-leggings,Optime Stash Sports Leggings,,ADIDAS,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Bottoms > Leggings,Leggings,Only Few Left!,True,Title,Default Title,,,,,,,,optime-stash-sports-leggings-7,0.0,,10,deny,manual,5999.0,5999.0,True,True,,,,,,https://cdn.shopify.com/s/files/1/0721/9304/8766/files/wRvZMqFh_63abac16303c40e09a0561e7ef9c4885.jpg?v=1757935167,1.0,,False,,,,kg,,,active
women-flared-leggings,Women Flared Leggings,,Nike,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Bottoms > Leggings,Leggings,(10% OFF),True,Title,Default Title,,,,,,,,women-flared-leggings-6,0.0,,10,deny,manual,4945.0,5495.0,True,True,,,,,,https://cdn.shopify.com/s/files/1/0721/9304/8766/files/J9HCD0XR_0907beba40354083905392f581d2cd95.jpg?v=1757935167,1.0,,False,,,,kg,,,active
one-women-high-waist-leggings,One Women High-Waist Leggings,,Nike,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Bottoms > Leggings,Leggings,,True,Title,Default Title,,,,,,,,one-women-high-waist-leggings-5,0.0,,10,deny,manual,3495.0,3495.0,True,True,,,,,,https://cdn.shopify.com/s/files/1/0721/9304/8766/files/C9dexNfJ_eb82ce05b0484e8b8152d5c5f616d0d9.jpg?v=1757935166,1.0,,False,,,,kg,,,active
women-high-rise-sports-tights,Women High rise Sports tights,,Puma,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Bottoms > Leggings,Leggings,,True,Title,Default Title,,,,,,,,women-high-rise-sports-tights-4,0.0,,10,deny,manual,5999.0,5999.0,True,True,,,,,,https://cdn.shopify.com/s/files/1/0721/9304/8766/files/QEglnOfH_b804845e377a4bb9b952e1ef4952f517.jpg?v=1757935164,1.0,,False,,,,kg,,,active
women-zenvy-leggings,Women Zenvy Leggings,,Nike,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Bottoms > Leggings,Leggings,,True,Title,Default Title,,,,,,,,women-zenvy-leggings-3,0.0,,10,deny,manual,5495.0,5495.0,True,True,,,,,,https://cdn.shopify.com/s/files/1/0721/9304/8766/files/eYJ3HxVd_774aac0b89d84e638bb5b627a9277cd9.jpg?v=1757935164,1.0,,False,,,,kg,,,active
one-high-waisted-leggings,One High-Waisted Leggings,,Nike,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Bottoms > Leggings,Leggings,,True,Title,Default Title,,,,,,,,one-high-waisted-leggings-2,0.0,,10,deny,manual,3495.0,3495.0,True,True,,,,,,https://cdn.shopify.com/s/files/1/0721/9304/8766/files/GS5UA0V0_2284fde2efa241bc8b48cdd0794a9c85.jpg?v=1757935163,1.0,,False,,,,kg,,,active
zenvy-women-s-flared-leggings,Zenvy Women's Flared Leggings,,Nike,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Bottoms > Leggings,Leggings,(10% OFF),True,Title,Default Title,,,,,,,,zenvy-women-s-flared-leggings-1,0.0,,10,deny,manual,4945.0,5495.0,True,True,,,,,,https://cdn.shopify.com/s/files/1/0721/9304/8766/files/kNBpSI0A_00a7cb0ed0334128853910c074d5e952.jpg?v=1757935161,1.0,,False,,,,kg,,,active
711-women-slim-mid-rise-blue-jeans,711 Women Slim Mid Rise Blue Jeans,,Generic,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Bottoms > Jeans,Jeans,"42% off, Only 2 left",True,Title,Default Title,,,,,,,,711-women-slim-mid-rise-blue-jeans-39,0.0,,10,deny,manual,2.0,3.0,True,True,,,,,,https://cdn.shopify.com/s/files/1/0721/9304/8766/files/28-32971-0056-levi-s-original-imafnhtnnxzy4hbz.jpg?v=1757935005,1.0,,False,,,,kg,,,active
721-women-skinny-mid-rise-blue-jeans,721 Women Skinny Mid Rise Blue Jeans,,Generic,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Bottoms > Jeans,Jeans,"45% off, Hot Deal",True,Title,Default Title,,,,,,,,721-women-skinny-mid-rise-blue-jeans-38,0.0,,10,deny,manual,2.0,3.0,True,True,,,,,,https://cdn.shopify.com/s/files/1/0721/9304/8766/files/27-24475-0156-levi-s-original-imagzcmws9qrzkwh.jpg?v=1757935005,1.0,,False,,,,kg,,,active
710-women-super-skinny-mid-rise-dark-blue-jeans,710 Women Super Skinny Mid Rise Dark Blue Jeans,,Generic,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Bottoms > Jeans,Jeans,"35% off, Only 1 left",True,Title,Default Title,,,,,,,,710-women-super-skinny-mid-rise-dark-blue-jeans-35,0.0,,10,deny,manual,2.0,3.0,True,True,,,,,,https://cdn.shopify.com/s/files/1/0721/9304/8766/files/28-21325-0170-levi-s-original-imafp85fhudhk5gs.jpg?v=1757935003,1.0,,False,,,,kg,,,active
women-regular-high-rise-blue-jeans,Women Regular High Rise Blue Jeans,,Generic,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Bottoms > Jeans,Jeans,"41% off, Only 2 left",True,Title,Default Title,,,,,,,,women-regular-high-rise-blue-jeans-33,0.0,,10,deny,manual,2.0,3.0,True,True,,,,,,https://cdn.shopify.com/s/files/1/0721/9304/8766/files/original-imah46t3g8zhfj5d.jpg?v=1757935004,1.0,,False,,,,kg,,,active
ribcage-straight-ankle-women-regular-high-rise-blue-jea,RIBCAGE STRAIGHT ANKLE Women Regular High Rise Blue Jea...,,Generic,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Bottoms > Jeans,Jeans,"41% off, Hot Deal",True,Title,Default Title,,,,,,,,ribcage-straight-ankle-women-regular-high-rise-blue-jea-32,0.0,,10,deny,manual,2.0,3.0,True,True,,,,,,https://cdn.shopify.com/s/files/1/0721/9304/8766/files/25-21942-0031-levi-s-original-imagvze9yssyw6he.jpg?v=1757935002,1.0,,False,,,,kg,,,active
women-loose-fit-mid-rise-blue-jeans,Women Loose Fit Mid Rise Blue Jeans,,Generic,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Bottoms > Jeans,Jeans,"40% off, Only 1 left",True,Title,Default Title,,,,,,,,women-loose-fit-mid-rise-blue-jeans-30,0.0,,10,deny,manual,2.0,3.0,True,True,,,,,,https://cdn.shopify.com/s/files/1/0721/9304/8766/files/original-imah6jz8pczfxk9f.jpg?v=1757935001,1.0,,False,,,,kg,,,active
711-women-skinny-mid-rise-dark-blue-jeans,711 Women Skinny Mid Rise Dark Blue Jeans,,Generic,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Bottoms > Jeans,Jeans,"17% off, Only 1 left",True,Title,Default Title,,,,,,,,711-women-skinny-mid-rise-dark-blue-jeans-29,0.0,,10,deny,manual,2.0,2.0,True,True,,,,,,https://cdn.shopify.com/s/files/1/0721/9304/8766/files/original-imagzkbezbxfqwjb.jpg?v=1757935000,1.0,,False,,,,kg,,,active
women-slim-high-rise-blue-jeans,Women Slim High Rise Blue Jeans,,Generic,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Bottoms > Jeans,Jeans,"41% off, Hot Deal",True,Title,Default Title,,,,,,,,women-slim-high-rise-blue-jeans-27,0.0,,10,deny,manual,2.0,3.0,True,True,,,,,,https://cdn.shopify.com/s/files/1/0721/9304/8766/files/original-imah6jz7gb47rzys.jpg?v=1757934999,1.0,,False,,,,kg,,,active
women-boot-leg-high-rise-blue-jeans,Women Boot-Leg High Rise Blue Jeans,,Generic,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Bottoms > Jeans,Jeans,40% off,True,Title,Default Title,,,,,,,,women-boot-leg-high-rise-blue-jeans-26,0.0,,10,deny,manual,2.0,3.0,True,True,,,,,,https://cdn.shopify.com/s/files/1/0721/9304/8766/files/original-imah46t35hewgudf.jpg?v=1757934998,1.0,,False,,,,kg,,,active
710-women-skinny-mid-rise-blue-jeans,710 Women Skinny Mid Rise Blue Jeans,,Generic,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Bottoms > Jeans,Jeans,"17% off, Hot Deal",True,Title,Default Title,,,,,,,,710-women-skinny-mid-rise-blue-jeans-25,0.0,,10,deny,manual,2.0,3.0,True,True,,,,,,https://cdn.shopify.com/s/files/1/0721/9304/8766/files/28-59612-0000blue-levi-s-original-imafc9czzhmcagyk.jpg?v=1757934997,1.0,,False,,,,kg,,,active
women-boot-leg-high-rise-black-jeans,Women Boot-Leg High Rise Black Jeans,,Generic,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Bottoms > Jeans,Jeans,"41% off, Only few left",True,Title,Default Title,,,,,,,,women-boot-leg-high-rise-black-jeans-22,0.0,,10,deny,manual,2.0,4.0,True,True,,,,,,https://cdn.shopify.com/s/files/1/0721/9304/8766/files/original-imah82jjy7kddggv.jpg?v=1757934996,1.0,,False,,,,kg,,,active
725-women-boot-leg-high-rise-blue-jeans,725 Women Boot-Leg High Rise Blue Jeans,,Generic,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Bottoms > Jeans,Jeans,Only 1 left,True,Title,Default Title,,,,,,,,725-women-boot-leg-high-rise-blue-jeans-20,0.0,,10,deny,manual,2.0,0.0,True,True,,,,,,https://cdn.shopify.com/s/files/1/0721/9304/8766/files/original-imaheqk9pt4utu5t.jpg?v=1757934996,1.0,,False,,,,kg,,,active
710-women-super-skinny-mid-rise-blue-jeans,710 Women Super Skinny Mid Rise Blue Jeans,,Generic,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Bottoms > Jeans,Jeans,Only 1 left,True,Title,Default Title,,,,,,,,710-women-super-skinny-mid-rise-blue-jeans-19,0.0,,10,deny,manual,2.0,0.0,True,True,,,,,,https://cdn.shopify.com/s/files/1/0721/9304/8766/files/original-imagz8ybasbgzfsf.jpg?v=1757934995,1.0,,False,,,,kg,,,active
710-women-straight-fit-high-rise-blue-jeans,710 Women Straight Fit High Rise Blue Jeans,,Generic,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Bottoms > Jeans,Jeans,Only few left,True,Title,Default Title,,,,,,,,710-women-straight-fit-high-rise-blue-jeans-18,0.0,,10,deny,manual,2.0,0.0,True,True,,,,,,https://cdn.shopify.com/s/files/1/0721/9304/8766/files/original-imah3kdfehfv7ysj.jpg?v=1757934994,1.0,,False,,,,kg,,,active
724-women-straight-fit-high-rise-blue-jeans,724 Women Straight Fit High Rise Blue Jeans,,Generic,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Bottoms > Jeans,Jeans,,True,Title,Default Title,,,,,,,,724-women-straight-fit-high-rise-blue-jeans-17,0.0,,10,deny,manual,2.0,0.0,True,True,,,,,,https://cdn.shopify.com/s/files/1/0721/9304/8766/files/original-imahfh47tdkstknh.jpg?v=1757934993,1.0,,False,,,,kg,,,active
women-straight-fit-mid-rise-blue-jeans,Women Straight Fit Mid Rise Blue Jeans,,Generic,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Bottoms > Jeans,Jeans,,True,Title,Default Title,,,,,,,,women-straight-fit-mid-rise-blue-jeans-16,0.0,,10,deny,manual,2.0,0.0,True,True,,,,,,https://cdn.shopify.com/s/files/1/0721/9304/8766/files/28-001uf-0007-levi-s-original-imahfu6yzbhgjgzf.jpg?v=1757934992,1.0,,False,,,,kg,,,active
mile-high-women-super-skinny-high-rise-blue-jeans,Mile High Women Super Skinny High Rise Blue Jeans,,Generic,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Bottoms > Jeans,Jeans,"17% off, Only 1 left",True,Title,Default Title,,,,,,,,mile-high-women-super-skinny-high-rise-blue-jeans-15,0.0,,10,deny,manual,2.0,3.0,True,True,,,,,,https://cdn.shopify.com/s/files/1/0721/9304/8766/files/32-52641-0070-levi-s-original-imagyvepwcgryxpg.jpg?v=1757934991,1.0,,False,,,,kg,,,active
711-women-skinny-mid-rise-blue-jeans,711 Women Skinny Mid Rise Blue Jeans,,Generic,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Bottoms > Jeans,Jeans,"17% off, Only 1 left",True,Title,Default Title,,,,,,,,711-women-skinny-mid-rise-blue-jeans-14,0.0,,10,deny,manual,2.0,3.0,True,True,,,,,,https://cdn.shopify.com/s/files/1/0721/9304/8766/files/26-86830-0002-levi-s-original-imafu9yahfm2hazf.jpg?v=1757934990,1.0,,False,,,,kg,,,active
women-straight-fit-high-rise-blue-jeans,Women Straight Fit High Rise Blue Jeans,,Generic,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Bottoms > Jeans,Jeans,,True,Title,Default Title,,,,,,,,women-straight-fit-high-rise-blue-jeans-13,0.0,,10,deny,manual,2.0,0.0,True,True,,,,,,https://cdn.shopify.com/s/files/1/0721/9304/8766/files/original-imahfh477jzgj2te.jpg?v=1757934989,1.0,,False,,,,kg,,,active
women-skinny-mid-rise-dark-blue-jeans,Women Skinny Mid Rise Dark Blue Jeans,,Generic,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Bottoms > Jeans,Jeans,"26% off, Only 1 left",True,Title,Default Title,,,,,,,,women-skinny-mid-rise-dark-blue-jeans-12,0.0,,10,deny,manual,3.0,4.0,True,True,,,,,,https://cdn.shopify.com/s/files/1/0721/9304/8766/files/28-a1awd125-tommy-hilfiger-original-imag6heyssqzazps.jpg?v=1757934988,1.0,,False,,,,kg,,,active
women-loose-fit-high-rise-blue-jeans,Women Loose Fit High Rise Blue Jeans,,Generic,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Bottoms > Jeans,Jeans,Only 1 left,True,Title,Default Title,,,,,,,,women-loose-fit-high-rise-blue-jeans-11,0.0,,10,deny,manual,3.0,0.0,True,True,,,,,,https://cdn.shopify.com/s/files/1/0721/9304/8766/files/original-imah4ausy2psrq7c.jpg?v=1757934988,1.0,,False,,,,kg,,,active
women-skinny-low-rise-blue-jeans,Women Skinny Low Rise Blue Jeans,,Generic,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Bottoms > Jeans,Jeans,"18% off, Only 1 left",True,Title,Default Title,,,,,,,,women-skinny-low-rise-blue-jeans-10,0.0,,10,deny,manual,4.0,4.0,True,True,,,,,,https://cdn.shopify.com/s/files/1/0721/9304/8766/files/28-a8ajd102-tommy-hilfiger-original-imafhrnuzwdgyju4.jpg?v=1757934987,1.0,,False,,,,kg,,,active
women-slim-mid-rise-white-jeans,Women Slim Mid Rise White Jeans,,Generic,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Bottoms > Jeans,Jeans,"26% off, Only 1 left",True,Title,Default Title,,,,,,,,women-slim-mid-rise-white-jeans-9,0.0,,10,deny,manual,4.0,5.0,True,True,,,,,,https://cdn.shopify.com/s/files/1/0721/9304/8766/files/28-a1awd122-tommy-hilfiger-original-imag72fzssmwnpjp.jpg?v=1757934986,1.0,,False,,,,kg,,,active
women-tapered-fit-mid-rise-white-jeans,Women Tapered Fit Mid Rise White Jeans,,Generic,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Bottoms > Jeans,Jeans,"35% off, Hot Deal",True,Title,Default Title,,,,,,,,women-tapered-fit-mid-rise-white-jeans-8,0.0,,10,deny,manual,4.0,6.0,True,True,,,,,,https://cdn.shopify.com/s/files/1/0721/9304/8766/files/28-j2165021aa-calvin-klein-jeans-original-imag7a9hxjazsztv.jpg?v=1757934985,1.0,,False,,,,kg,,,active
women-skinny-high-rise-blue-jeans,Women Skinny High Rise Blue Jeans,,Generic,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Bottoms > Jeans,Jeans,"41% off, Hot Deal",True,Title,Default Title,,,,,,,,women-skinny-high-rise-blue-jeans-6,0.0,,10,deny,manual,4.0,7.0,True,True,,,,,,https://cdn.shopify.com/s/files/1/0721/9304/8766/files/28-j2171531aa-calvin-klein-jeans-original-imag6yzwa2huqzvj.jpg?v=1757934984,1.0,,False,,,,kg,,,active
women-skinny-low-rise-black-jeans,Women Skinny Low Rise Black Jeans,,Generic,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Bottoms > Jeans,Jeans,"13% off, Only 1 left",True,Title,Default Title,,,,,,,,women-skinny-low-rise-black-jeans-5,0.0,,10,deny,manual,5.0,5.0,True,True,,,,,,https://cdn.shopify.com/s/files/1/0721/9304/8766/files/28-p9ajd121-tommy-hilfiger-original-imaff6e2pvk2zyqu.jpg?v=1757934983,1.0,,False,,,,kg,,,active
women-regular-mid-rise-blue-jeans,Women Regular Mid Rise Blue Jeans,,Generic,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Bottoms > Jeans,Jeans,"35% off, Only 1 left",True,Title,Default Title,,,,,,,,women-regular-mid-rise-blue-jeans-4,0.0,,10,deny,manual,5.0,8.0,True,True,,,,,,https://cdn.shopify.com/s/files/1/0721/9304/8766/files/28-j2164521a4-calvin-klein-jeans-original-imag6dy2hqdmjxmj.jpg?v=1757934982,1.0,,False,,,,kg,,,active
women-skinny-mid-rise-black-jeans,Women Skinny Mid Rise Black Jeans,,Generic,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Bottoms > Jeans,Jeans,"35% off, Only 1 left",True,Title,Default Title,,,,,,,,women-skinny-mid-rise-black-jeans-3,0.0,,10,deny,manual,5.0,8.0,True,True,,,,,,https://cdn.shopify.com/s/files/1/0721/9304/8766/files/28-j2160311by-calvin-klein-jeans-original-imag6yzgcvtgzz6a.jpg?v=1757934981,1.0,,False,,,,kg,,,active
women-regular-fit-self-design-casual-shirt,Women Regular Fit Self Design Casual Shirt,,Generic,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Tops > Shirts,Shirts,"40% off, Only few left",True,Title,Default Title,,,,,,,,women-regular-fit-self-design-casual-shirt-32,0.0,,10,deny,manual,2.0,3.0,True,True,,,,,,https://cdn.shopify.com/s/files/1/0721/9304/8766/files/l-s25hwwt024-tommy-hilfiger-original-imahceyqvdhvxcnx.jpg?v=1757934867,1.0,,False,,,,kg,,,active
women-regular-fit-solid-casual-shirt,Women Regular Fit Solid Casual Shirt,,Generic,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Tops > Shirts,Shirts,"40% off, Only 3 left",True,Title,Default Title,,,,,,,,women-regular-fit-solid-casual-shirt-30,0.0,,10,deny,manual,2.0,3.0,True,True,,,,,,https://cdn.shopify.com/s/files/1/0721/9304/8766/files/xxs-f24hwwt038-tommy-hilfiger-original-imah38jtergwmvzw.jpg?v=1757934865,1.0,,False,,,,kg,,,active
